"File","Line","Term","Category","Text"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2325","axiom","NATIVE_DECIDE_CHECK_REQUIRED","the entire range (axiom-free), not by `native_decide`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2336","axiom","COMMENT","-- Explicit kernel-`decide` machine check on a representative subrange (axiom-free)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2503","axiom","POTENTIAL_ACTIVE_RISK","The deep geometric inputs are externalized as hypotheses (never global `axiom`s),"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2537","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","║   genuine proofs (no `sorry`, no new global `axiom`).                       ║"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2753","axiom","POTENTIAL_ACTIVE_RISK","bound; recorded as an explicit hypothesis, never a global `axiom`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2853","axiom","POTENTIAL_ACTIVE_RISK","(b) asserting them as a global `axiom`, which would BREAK this file's core"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2880","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom: every theorem still kernel-checks within the three standard axioms. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","3546","axiom","POTENTIAL_ACTIVE_RISK","explicit certificate (never a global `axiom`), prove it *yields* the all-degree"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","4358","axiom","POTENTIAL_ACTIVE_RISK","`axiom`). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","4837","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","║   resolution-`H₁` Tor object iso (all sorry-free).                          ║"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","4925","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`ProjectiveResolution (ℤ/N)` — no `sorry`, no axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","5059","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","computation; recorded as a predicate, never asserted with `sorry`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","5067","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Four upgrades, all sorry-free and axiom-clean:"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","5183","axiom","POTENTIAL_ACTIVE_RISK","as a named, satisfiable hypothesis (never a global `axiom`). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","5709","axiom","POTENTIAL_ACTIVE_RISK","모든 새 결과는 무조건부이다(가설 없는 전역 `axiom` 없음). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","8693","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## §Δ — audit of the checklist extensions (axiom-free witness). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","8697","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit (formalization + certification). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","3","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt5.lean — sorry-free, axiom-free verified core of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","8","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Every theorem is kernel-checked against Mathlib, NO `sorry`, NO new global"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","9","axiom","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`axiom`.  The `AxiomAudit` section confirms `sorryAx`-freeness; conditional"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","19","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","785 `Spt5.*` results, and FAILS the build if a single one depends on `sorryAx`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","20","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","(`sorry`), `Lean.ofReduceBool` (`native_decide`), or any other axiom outside"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","21","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","the safe three — verified non-vacuous against a `sorry`/`native_decide` probe."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","270","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","supplies the row Hasse proofs; `native_decide` explicitly excluded"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","2875","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom; the splitting comes from Mathlib's `LinearMap.exists_rightInverse_of_surjective` +"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","4904","axiom","POTENTIAL_ACTIVE_RISK","equality.  We do not add an axiom or structure field for that missing analytic theorem. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","4926","axiom","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`sum_linearization_padic`; no structure field, axiom, `sorry`, or log-multiplicativity assumption"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5235","axiom","BLOCK_COMMENT_OR_HEADER","/-- **SHEAF SEPARATION (identity axiom).**  A global section of the cyclic structure sheaf over"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5242","axiom","BLOCK_COMMENT_OR_HEADER","/-- **SHEAF GLUING (gluing axiom).**  Any pair of local sections `(sₐ, s_b)` over the cover"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5256","axiom","BLOCK_COMMENT_OR_HEADER","/-- The glued global section is UNIQUE (separation + gluing ⟹ `∃!`): the full sheaf axiom on the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5286","AXIOM","BLOCK_COMMENT_OR_HEADER","/-- **FULL SHEAF AXIOM on an `n`-fold coprime cover.**  The glued global section is unique:"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5329","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","theories).  Fabricating proofs would violate the file's `sorry`-free / axiom-audited contract."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5355","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","discharged on instances.  No `sorry`, no extra axioms (enforced by §III.2 `#assert_only_safe_axioms`). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5735","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","that route is a kernel-reduction cost issue, and `native_decide` is forbidden by the III.2+"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5736","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom firewall.  What is unconditional below is the Lean mathematics around the table:"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5751","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","`native_decide`, which would import `Lean.ofReduceBool`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","5833","axiom","POTENTIAL_ACTIVE_RISK","`(m,n)`, then Hasse follows.  No elliptic-curve geometry, no bundle field, no axiom: evaluate the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","6214","axiom","POTENTIAL_ACTIVE_RISK","discussion, and it uses no custom axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","6705","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom-clean) TRACE level: `aₚ = a₇` is the genuine Legendre count over `𝔽₇`, `a_{49} = a₇²−14`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","6708","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","`native_decide` would add the `ofReduceBool` axiom and break the III.2⁺ firewall) — so the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7451","axiom","POTENTIAL_ACTIVE_RISK","smuggled in as an axiom, but isolated as explicit structure fields and audited by the file-wide"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7452","axiom","POTENTIAL_ACTIVE_RISK","safe-axiom firewall. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7698","axiom","POTENTIAL_ACTIVE_RISK","it proves the interface is logically consistent and axiom-free. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7725","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7728","axiom","BLOCK_COMMENT_OR_HEADER","/-! ### §III.2 — AUTOMATED axiom audit (compile-time gate)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7733","Axiom","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`collectAxioms` engine as `#print axioms`, so any `sorryAx` (from `sorry`), `Lean.ofReduceBool`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7734","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","(from `native_decide`), or NEW axiom introduced by an import (`Mathlib.NumberTheory.Padics.*`,"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7741","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Compile-time axiom gate.**  `#assert_only_safe_axioms id` errors unless `id`'s transitive axiom"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7749","AXIOM","POTENTIAL_ACTIVE_RISK","throwError m!""III.2 AXIOM AUDIT FAILED: {cname} depends on forbidden axiom(s) {bad} \"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7753","axiom","BLOCK_COMMENT_OR_HEADER","/-- **§III.2⁺ — WHOLE-FILE axiom firewall (certification-grade).**  `#assert_all_local_safe_axioms`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7755","axiom","POTENTIAL_ACTIVE_RISK","not just a curated subset) and FAILS the build if any depends on an axiom outside"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7756","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`{propext, Classical.choice, Quot.sound}` — catching `sorryAx` (`sorry`), `Lean.ofReduceBool`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7757","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","(`native_decide`), or any import-introduced axiom across the entire development at once. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7770","AXIOM","POTENTIAL_ACTIVE_RISK","throwError m!""III.2⁺ WHOLE-FILE AXIOM AUDIT FAILED: {bad.size} declaration(s) use forbidden \"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7774","native_decide","COMMENT","-- A5 symbolic table certification: full prime range listed, no `native_decide`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7781","sorryAx","COMMENT","-- (repair check) the surgically-repaired analysis lemmas are now sorryAx-free"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7785","axiom","POTENTIAL_ACTIVE_RISK","If ANY line below introduced a forbidden axiom, this section would fail to compile.  Grouped by"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7786","axiom","POTENTIAL_ACTIVE_RISK","the import whose axiom-cleanliness it certifies. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7858","native_decide","COMMENT","-- A5 symbolic table certification: full prime range listed, no `native_decide`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","7999","native_decide","COMMENT","-- `decide`-based numeric facts (must use `decide`, NOT `native_decide` ⟹ no `ofReduceBool`)"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt5.lean","8055","axiom","POTENTIAL_ACTIVE_RISK","above and fails the build on any forbidden axiom.  (Placed last so it sees the whole file.) -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt6.lean — sorry-free, axiom-free verified core of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","8","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Original core was kernel-checked against Mathlib; NO `sorry`, NO new global"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","9","axiom","POTENTIAL_ACTIVE_RISK","`axiom`.  Later integrated stages include several deliberately tiny"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","105","axiom","POTENTIAL_ACTIVE_RISK","§10.3 / Tier-2 T2-2 motive realization UPSTREAM: only preservesEuler axiom + external defm; bump"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","108","axiom","POTENTIAL_ACTIVE_RISK","§8.8 / Tier-2 T2-3 geometric Frobenius UPSTREAM: single Lefschetz axiom (#E=p+1−aₚ) ⇒ DERIVE"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","177","AXIOM","POTENTIAL_ACTIVE_RISK","motivic, Spec-ℤ sheaf coh, Padic.log) — AXIOM-FREE: deep inputs as `structure`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","616","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## T2-3 — geometric Frobenius via a single Weil/Lefschetz axiom (upstream axiomatization)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","619","axiom","POTENTIAL_ACTIVE_RISK","field.  T2-3 moves the assumption upstream to a single general axiom: the Weil-cohomology action of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","630","axiom","BLOCK_COMMENT_OR_HEADER","/-- **T2-3 — geometric-Frobenius/Weil data (single upstream axiom).**  The geometric Frobenius trace"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","678","axiom","BLOCK_COMMENT_OR_HEADER","/-- The single Lefschetz axiom SUBSUMES the earlier `FrobeniusData` interface: it produces the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","1689","axiom","POTENTIAL_ACTIVE_RISK","`.some`; the resulting use of `Classical.choice` stays inside the allowed axiom set.) -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3330","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## §L — Tier 3: interface / conditional formalization of the cohomological inputs (axiom-free)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3715","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## C1 — Voevodsky motives & realization (Tier C, universal-axiom interface)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3723","axiom","POTENTIAL_ACTIVE_RISK","a realization functor `R : M ⥤ D`; the **Euler-preservation axiom** `preservesEuler` (`R` carries"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3726","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom `bump = χ_mot(Def_p)`.  From these, `bump = Δχ_mot = χ_mot(Xp) − χ_mot(Up)` is **derived**"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3740","axiom","BLOCK_COMMENT_OR_HEADER","/-- **C1 — motivic realization data (Tier-C universal-axiom interface).**  See the section"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3751","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Euler-preservation axiom.**  `R` sends every distinguished triangle to an additive relation"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3759","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Realization axiom.**  The bump equals the motivic Euler characteristic of the deformation. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3767","axiom","POTENTIAL_ACTIVE_RISK","Euler-preservation axiom). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3787","axiom","POTENTIAL_ACTIVE_RISK","Euler-preservation axiom `preservesEuler` (`χ ∘ R` additive on distinguished triangles) — plus the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3804","axiom","POTENTIAL_ACTIVE_RISK","functor `R`, the target Euler characteristic `χ`, the Euler-preservation axiom `preservesEuler`, and"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3814","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Euler-preservation axiom** (the single homological axiom): `χ ∘ R` is additive on"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3912","axiom","POTENTIAL_ACTIVE_RISK","functional `D` that is **additive on short exact sequences** (the Euler / localization-LES axiom for"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3924","axiom","POTENTIAL_ACTIVE_RISK","localization-LES axiom for an arbitrary closed immersion). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","3928","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Additivity on short exact sequences** (the single general axiom). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4011","axiom","POTENTIAL_ACTIVE_RISK","the **sheaf-theoretic CRT gluing** explicit: the gluing axiom (local residues glue iff compatible on"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4012","axiom","POTENTIAL_ACTIVE_RISK","overlaps) IS `crt_solvable_iff`, and the separatedness axiom (uniqueness mod `lcm`) is `lcm_dvd`."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4019","axiom","POTENTIAL_ACTIVE_RISK","`a − b` vanishes mod `gcd(M,N)` — the ""agree on overlaps"" hypothesis of the sheaf gluing axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4023","axiom","POTENTIAL_ACTIVE_RISK","CRT-compatible.  This *is* the sheaf gluing axiom for the primality/CRT structure (`crt_solvable_iff`). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4039","axiom","POTENTIAL_ACTIVE_RISK","agree mod `lcm(M,N)` — the *separated* half of the sheaf axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4074","axiom","POTENTIAL_ACTIVE_RISK","universal-axiom principle we DERIVE the (v) faces from the C2 `CurveWeilCohomology` and C1"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","4230","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom-free conditional interfaces.  Each theorem is either a projection of an explicit structure"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","5390","axiom","POTENTIAL_ACTIVE_RISK","The first closed-model pass provided axiom-free theorem shapes.  This second layer makes those"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","6537","axiom","BLOCK_COMMENT_OR_HEADER","/-- `CurveDetectorData` is an honest axiom-free interface, but its comparison"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","6735","axiom","BLOCK_COMMENT_OR_HEADER","/-- Stage-2 certificate layer: small axiom-free toy/sanity lemmas, not geometric closure. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt6.lean","8263","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt7.lean","3","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt7.lean — sorry-free, axiom-free verified core of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt7.lean","8","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Kernel-checked against Mathlib; NO `sorry`, NO new global `axiom`.  Conditional"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt7.lean","5080","axiom","POTENTIAL_ACTIVE_RISK","theorems in the file; no global axiom is introduced by the checklist layer. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt7.lean","5552","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit. -/"
